geo_name,geo_state,geo_id,percentage_below_poverty
"Seminole County, GA",05000US13253,0.190803259604191
"Spalding County, GA",05000US13255,0.235723274447648
"Stephens County, GA",05000US13257,0.200441412520064
"Stewart County, GA",05000US13259,0.414118816803381
"Sumter County, GA",05000US13261,0.336207193847639
"Talbot County, GA",05000US13263,0.206869262424818
"Taliaferro County, GA",05000US13265,0.313756613756614
"Tattnall County, GA",05000US13267,0.276847393761775
"Taylor County, GA",05000US13269,0.283923303834808
"Telfair County, GA",05000US13271,0.286974489390447
"Terrell County, GA",05000US13273,0.347208006368702
"Thomas County, GA",05000US13275,0.21303132880478
"Tift County, GA",05000US13277,0.274770120880256
"Toombs County, GA",05000US13279,0.26559934318555
"Towns County, GA",05000US13281,0.150705197751257
"Treutlen County, GA",05000US13283,0.186721337328497
"Troup County, GA",05000US13285,0.213171346025632
"Turner County, GA",05000US13287,0.276467572417329
"Twiggs County, GA",05000US13289,0.303184404891633
"Union County, GA",05000US13291,0.131164303973972
"Upson County, GA",05000US13293,0.229443279757745
"Walker County, GA",05000US13295,0.184420502186359
"Walton County, GA",05000US13297,0.132042151247226
"Ware County, GA",05000US13299,0.280709159983115
"Warren County, GA",05000US13301,0.263817243920413
"Washington County, GA",05000US13303,0.263989431968296
"Wayne County, GA",05000US13305,0.205822711471611
"Webster County, GA",05000US13307,0.224144415193682
"Wheeler County, GA",05000US13309,0.274078478002378
"White County, GA",05000US13311,0.192855854230561
"Whitfield County, GA",05000US13313,0.196251657695608
"Wilcox County, GA",05000US13315,0.208687995303786
"Wilkes County, GA",05000US13317,0.267428804736144
"Wilkinson County, GA",05000US13319,0.207926167209555
"Worth County, GA",05000US13321,0.18440909309367
"Hawaii County, HI",05000US15001,0.187290040930554
"Honolulu County, HI",05000US15003,0.094590803360753
"Kalawao County, HI",05000US15005,0.129411764705882
"Kauai County, HI",05000US15007,0.09626874245993
"Maui County, HI",05000US15009,0.09845636997165
"Ada County, ID",05000US16001,0.122271672289618
"Adams County, ID",05000US16003,0.146284224250326
"Bannock County, ID",05000US16005,0.182681207476727
"Bear Lake County, ID",05000US16007,0.144613283250811
"Benewah County, ID",05000US16009,0.168451584114235
"Bingham County, ID",05000US16011,0.133996476124629
"Blaine County, ID",05000US16013,0.12654263275991
"Boise County, ID",05000US16015,0.137054354178843
"Bonner County, ID",05000US16017,0.149791000737644
"Bonneville County, ID",05000US16019,0.127446970682828
"Boundary County, ID",05000US16021,0.165661549707602
"Butte County, ID",05000US16023,0.15541601255887
"Camas County, ID",05000US16025,0.198347107438017
"Canyon County, ID",05000US16027,0.187336745897653
"Caribou County, ID",05000US16029,0.101887923284387
"Cassia County, ID",05000US16031,0.154644097222222
"Clark County, ID",05000US16033,0.270833333333333
"Clearwater County, ID",05000US16035,0.130574959699087
"Custer County, ID",05000US16037,0.205846822904083
"Elmore County, ID",05000US16039,0.181469319935119
